ZONE,Full_Street,WARD - LOW,WARD - HIGH
891,4000-4098 W 24TH ST,22.0,22.0
143,800-858 W ALTGELD ST,43.0,43.0
21,5201-5299 S KILDARE AVE,23.0,23.0
95,2914-2964 N GRESHAM AVE,35.0,35.0
59,7132-7198 W CARMEN AVE,41.0,41.0
90,3601-3657 N HARDING AVE,30.0,30.0
414,3801-3851 S GILES AVE,3.0,3.0
1251,3000-3098 N LOTUS AVE,31.0,31.0
1536,9201-9299 S PLEASANT AVE,19.0,19.0
383,3480-3498 N LAKE SHORE DR,46.0,46.0
383,3300-3398 N SOUTHPORT AVE,44.0,44.0
1189,340-398 W ERIE ST,42.0,42.0
1181,5901-5999 W HURON ST,29.0,29.0
383,3700-3798 N GREENVIEW AVE,44.0,44.0
383,2800-2998 N SHERIDAN RD,44.0,44.0
1205,5501-5599 W SCHUBERT AVE,30.0,30.0
149,112-156 N MASON AVE,29.0,29.0
253,1508-1520 W 87TH ST,21.0,21.0
64,8615-8633 S EMERALD AVE,21.0,21.0
103,3400-3498 N RIDGEWAY AVE,30.0,30.0
142,1700-1760 N NORTH PARK AVE,43.0,43.0
328,3801-3857 W 80TH ST,18.0,18.0
885,2301-2347 W 19TH ST,25.0,25.0
383,1300-1398 W WAVELAND AVE,44.0,44.0
199,1101-1145 N LAWNDALE AVE,27.0,27.0
159,401-445 W 95TH PL,21.0,21.0
960,2401-2499 W BRADLEY PL,47.0,47.0
439,8701-8757 S PEORIA ST,21.0,21.0
1189,701-799 N KINGSBURY ST,42.0,42.0
1393,8901-8999 S BISHOP ST,21.0,21.0
1,5307-5355 N ST LOUIS AVE,39.0,39.0
28,10801-10857 S ARTESIAN AVE,19.0,19.0
1649,3901-3945 W EDDY ST,30.0,30.0
143,601-647 W DRUMMOND PL,43.0,43.0
264,4735-4755 N LONDON AVE,45.0,45.0
568,2401-2499 S CALIFORNIA AVE,12.0,12.0
383,2900-2998 N SHEFFIELD AVE,44.0,44.0
143,2001-2057 N HALSTED ST,43.0,43.0
1268,4900-4998 N KENMORE AVE,48.0,48.0
1645,1617-1627 W 16TH ST,25.0,25.0
1414,2301-2399 E 74TH ST,7.0,7.0
251,1700-1752 W 100TH PL,19.0,19.0
102,2035-2229 N CAMPBELL AVE,1.0,1.0
26,1605-1659 N MCVICKER AVE,29.0,29.0
142,1606-1638 N MOHAWK ST,43.0,43.0
102,2034-2098 N OAKLEY AVE,32.0,32.0
195,911-913 E 84TH ST,8.0,8.0
827,4000-4098 N SHERIDAN RD,46.0,46.0
143,2001-2075 N LINCOLN AVE,43.0,43.0
867,6015-6059 N CLAREMONT AVE,40.0,40.0
678,3401-3459 W 115TH PL,19.0,19.0
1343,5500-5598 S TROY ST,14.0,14.0
769,2100-2198 S CENTRAL PARK AVE,24.0,24.0
876,20-132 S PARKSIDE AVE,29.0,29.0
159,9514-9558 S NORMAL AVE,21.0,21.0
383,1200-1256 W WELLINGTON AVE,32.0,32.0
383,3700-3798 N LAKEWOOD AVE,44.0,44.0
143,401-499 W ARLINGTON PL,43.0,43.0
383,1401-1499 W ROSCOE ST,44.0,44.0
616,2501-2599 W 39TH PL,12.0,12.0
979,6001-6099 S KENNETH AVE,13.0,13.0
951,3700-3798 S ALBANY AVE,12.0,12.0
1577,2414-2454 N KILDARE AVE,31.0,31.0
87,7801-7847 S LANGLEY AVE,6.0,6.0
383,1202-1256 W NELSON ST,32.0,32.0
383,1500-1598 W WAVELAND AVE,44.0,44.0
1331,1100-1124 W 18TH PL,25.0,25.0
92,4800-4898 N HAMILTON AVE,47.0,47.0
759,2700-2798 W CORTEZ ST,1.0,1.0
43,2701-2799 W BERWYN AVE,40.0,40.0
383,2901-2999 N HALSTED ST,44.0,44.0
912,201-249 N LA CROSSE AVE,28.0,28.0
5,900-922 S MAY ST,25.0,25.0
827,4100-4198 N SHERIDAN RD,46.0,46.0
383,401-799 N BELMONT AVE,44.0,44.0
383,1501-1599 W MELROSE ST,44.0,44.0
262,3215-3227 N NORMANDY AVE,36.0,36.0
1543,2400-2458 N LOTUS AVE,30.0,30.0
91,8601-8647 S CHAPPEL AVE,8.0,8.0
78,726-754 W 79TH ST,17.0,17.0
1390,2111-2149 W 82ND PL,18.0,18.0
280,6200-6298 N CLAREMONT AVE,50.0,50.0
383,701-799 W BROMPTON AVE,46.0,46.0
103,3401-3499 N SPRINGFIELD AVE,30.0,30.0
5,901-921 S MAY ST,25.0,25.0
880,2800-2898 W 23RD PL,12.0,12.0
170,11700-11736 S OAKLEY AVE,19.0,19.0
1729,4814-4856 W WOLFRAM ST,31.0,31.0
37,5115-5159 S HARDING AVE,23.0,23.0
143,2307-2373 N LINCOLN AVE,43.0,43.0
205,452-458 N MENARD AVE,29.0,29.0
270,3503-3519 W POTOMAC AVE,26.0,26.0
93,2701-2743 N LAWNDALE AVE,35.0,35.0
163,5902-5942 N CALIFORNIA AVE,40.0,40.0
373,141-199 W SUPERIOR ST,42.0,42.0
135,7801-7857 S RIDGELAND AVE,8.0,8.0
92,4801-4857 N OAKLEY AVE,47.0,47.0
109,2300-2348 S HOYNE AVE,25.0,25.0
154,1700-1798 W WABANSIA AVE,32.0,32.0
143,1001-1059 W ALTGELD ST,43.0,43.0
395,1646-1668 S TROY ST,24.0,24.0
1812,800-998 N CAMBRIDGE AVE,27.0,27.0
63,6501-6557 N OLYMPIA AVE,41.0,41.0
383,701-799 W BUCKINGHAM PL,44.0,44.0
231,5900-5986 N ORIOLE AVE,41.0,41.0
185,2729-2743 W 41ST ST,12.0,12.0
74,1400-1448 N LAKE SHORE DR,43.0,43.0
1136,1701-1799 S LEAVITT ST,25.0,25.0
383,801-899 W GRACE ST,46.0,46.0
490,901-955 W 95TH ST,21.0,21.0
1095,2200-2298 W ANSON PL,27.0,27.0
148,17-33 S WALLER AVE,29.0,29.0
759,2501-2599 W THOMAS ST,1.0,1.0
92,2268-2278 W LELAND AVE,47.0,47.0
143,2442-2464 N HALSTED ST,43.0,43.0
143,2101-2147 N HUDSON AVE,43.0,43.0
1132,203-221 N PARKSIDE AVE,29.0,29.0
111,4400-4458 W HADDON AVE,37.0,37.0
383,701-799 W WAVELAND AVE,46.0,46.0
119,1401-1499 N SEDGWICK ST,27.0,27.0
266,3501-3599 W 83RD ST,18.0,18.0
159,9401-9455 S EGGLESTON AVE,21.0,21.0
1,5608-5658 N DRAKE AVE,39.0,39.0
375,6444-6460 N WINCHESTER AVE,50.0,50.0
168,2300-2398 W CORTEZ ST,1.0,1.0
383,1320-1358 W WOLFRAM ST,32.0,32.0
19,641-649 N CICERO AVE,28.0,28.0
383,1101-1199 W GRACE ST,44.0,44.0
383,1200-1298 W WAVELAND AVE,44.0,44.0
143,401-529 W FULLERTON PKWY,43.0,43.0
101,5401-5499 N LONG AVE,45.0,45.0
568,2601-2647 W 24TH ST,12.0,12.0
383,1300-1398 W GRACE ST,44.0,44.0
91,8600-8648 S CHAPPEL AVE,8.0,8.0
1502,5440-5572 W VAN BUREN ST,29.0,29.0
37,5115-5159 S SPRINGFIELD AVE,23.0,23.0
1540,1814-1842 S LAFLIN ST,25.0,25.0
168,848-884 N PAULINA ST,1.0,1.0
383,1400-1498 W HENDERSON ST,44.0,44.0
1189,400-498 W ONTARIO ST,42.0,42.0
1096,4501-4559 S SAWYER AVE,14.0,14.0
143,300-398 W ARMITAGE AVE,43.0,43.0
131,1400-1410 W 80TH ST,21.0,21.0
827,4101-4199 N BROADWAY ,46.0,46.0
1587,2300-2398 W ARTHUR AVE,50.0,50.0
383,1500-1532 W BYRON ST,47.0,47.0
142,1700-1748 N CRILLY CT,43.0,43.0
114,4201-4211 N HARDING AVE,39.0,39.0
51,5013-5015 W NORTH AVE,37.0,37.0
30,6901-6955 W ARCHER AVE,23.0,23.0
1119,6501-6549 W GEORGE ST,36.0,36.0
143,2208-2224 N SEDGWICK ST,43.0,43.0
850,4200-4298 W 52ND ST,23.0,23.0
374,2801-2857 N LUNA AVE,31.0,31.0
746,4401-4499 W WILCOX ST,28.0,28.0
143,2700-2754 N MILDRED AVE,43.0,43.0
199,1100-1144 N LAWNDALE AVE,27.0,27.0
142,315-347 W MENOMONEE ST,43.0,43.0
161,10700-10738 S HALE AVE,19.0,19.0
491,9358-9400 S CLAREMONT AVE,19.0,19.0
5,1149-1159 W VERNON PARK PL,25.0,25.0
596,7800-7898 S SAWYER AVE,18.0,18.0
91,8500-8558 S CHAPPEL AVE,8.0,8.0
133,5305-5355 W DAKIN ST,38.0,38.0
34,4801-4829 S AVERS AVE,14.0,14.0
102,2301-2341 N MAPLEWOOD AVE,1.0,1.0
27,11000-11044 S SAWYER AVE,19.0,19.0
1,3438-3442 W FOSTER AVE,39.0,39.0
383,700-798 W GRACE ST,46.0,46.0
109,2334-2334 S LEAVITT ST,25.0,25.0
156,6517-6569 N TAHOMA AVE,41.0,41.0
348,1301-1399 N CLEVELAND AVE,27.0,27.0
1112,6505-6553 S INGLESIDE AVE,20.0,20.0
38,4900-4958 S KOMENSKY AVE,14.0,14.0
1189,629-699 N ORLEANS ST,42.0,42.0
1144,6300-6398 S MOBILE AVE,23.0,23.0
148,100-142 S WALLER AVE,29.0,29.0
1581,11001-11099 S MORGAN ST,34.0,34.0
360,5536-5556 W GRACE ST,38.0,38.0
383,900-998 W IRVING PARK RD,46.0,46.0
143,805-819 W DICKENS AVE,43.0,43.0
156,6401-6449 N TAHOMA AVE,41.0,41.0
168,1101-1199 N HERMITAGE AVE,1.0,1.0
628,7801-7899 S EVANS AVE,6.0,6.0
917,6500-6558 N HOYNE AVE,50.0,50.0
1228,5201-5299 S SPRINGFIELD AVE,23.0,23.0
102,2721-2737 W CHANAY ST,1.0,1.0
27,11116-11164 S SPAULDING AVE,19.0,19.0
5,1007-1007 S MAY ST,25.0,25.0
20,7300-7358 W BRYN MAWR AVE,41.0,41.0
101,5206-5256 W STRONG ST,45.0,45.0
816,1600-1698 S PAULINA ST,25.0,25.0
156,6519-6525 N LEOTI AVE,41.0,41.0
94,3404-3444 N KARLOV AVE,30.0,30.0
383,3601-3699 N SOUTHPORT AVE,44.0,44.0
143,514-516 W WEBSTER AVE,43.0,43.0
677,1001-1099 N MENARD AVE,29.0,29.0
801,2301-2343 N LOWELL AVE,31.0,31.0
1278,3700-3798 W WABANSIA AVE,26.0,26.0
1533,2101-2199 S ALBANY AVE,24.0,24.0
159,9401-9445 S PARNELL AVE,21.0,21.0
383,1210-1254 W BARRY AVE,32.0,32.0
168,701-799 N WOLCOTT AVE,1.0,1.0
983,3400-3498 W MCLEAN AVE,26.0,26.0
1465,1701-1759 W 18TH PL,25.0,25.0
1618,2141-2343 W CULLOM AVE,47.0,47.0
109,2101-2125 W 22ND PL,25.0,25.0
64,39-55 W 77TH PL,6.0,6.0
875,3200-3298 E 92ND ST,10.0,10.0
1610,3726-3756 W 84TH ST,18.0,18.0
658,2837-2851 W WALTON ST,26.0,26.0
204,1101-1127 W CHESTNUT ST,27.0,27.0
56,1201-1299 W ROSEMONT AVE,48.0,48.0
185,4000-4010 S TALMAN AVE,12.0,12.0
383,3901-3941 N WAYNE AVE,47.0,47.0
144,5100-5158 N LOWELL AVE,39.0,39.0
383,3601-3699 N RACINE AVE,44.0,44.0
127,7700-7710 W TOUHY AVE,41.0,41.0
19,5801-5859 W SUPERIOR ST,29.0,29.0
383,3701-3799 N JANSSEN AVE,44.0,44.0
1314,5404-5410 W WELLINGTON AVE,31.0,31.0
143,500-558 W DICKENS AVE,43.0,43.0
1605,3600-3644 W 84TH ST,18.0,18.0
77,8101-8157 S PEORIA ST,21.0,21.0
1772,6601-6699 S KEELER AVE,13.0,13.0
903,6300-6398 N KEDZIE AVE,50.0,50.0
141,4015-4041 W CORNELIA AVE,30.0,30.0
244,19-119 E BELLEVUE PL,42.0,42.0
101,5100-5160 N LOTUS AVE,45.0,45.0
42,7200-7258 S TROY ST,18.0,18.0
749,2701-2799 W POTOMAC AVE,26.0,26.0
383,3600-3698 N BOSWORTH AVE,44.0,44.0
94,3401-3465 N KILDARE AVE,30.0,30.0
1431,6100-6156 S INGLESIDE AVE,20.0,20.0
26,6134-6144 W NORTH AVE,29.0,29.0
62,2011-2035 W EASTWOOD AVE,47.0,47.0
1351,6301-6399 N MONTICELLO AVE,50.0,50.0
143,401-499 W DEMING PL,43.0,43.0
240,5101-5159 W WOLFRAM ST,31.0,31.0
539,6714-6756 S OAKLEY AVE,17.0,17.0
262,3201-3299 N RUTHERFORD AVE,36.0,36.0
1521,1801-1841 W 107TH ST,19.0,19.0
135,8201-8205 S JEFFERY BLVD,8.0,8.0
809,7100-7198 S MICHIGAN AVE,6.0,6.0
383,1501-1599 W WAVELAND AVE,44.0,44.0
28,2023-2063 W 110TH PL,19.0,19.0
913,5401-5499 S HARDING AVE,23.0,23.0
168,1600-1698 W ONTARIO ST,1.0,1.0
143,617-645 W SCHUBERT AVE,43.0,43.0
62,2004-2034 W GIDDINGS ST,47.0,47.0
383,1400-1480 W BYRON ST,47.0,47.0
1096,4500-4554 S SAWYER AVE,14.0,14.0
383,3200-3298 N BROADWAY ,44.0,44.0
633,3600-3698 S ALBANY AVE,12.0,12.0
5,1014-1030 S MAY ST,25.0,25.0
1149,100-150 E 78TH ST,6.0,6.0
346,2100-2198 W WELLINGTON AVE,32.0,32.0
730,5914-5958 S WASHTENAW AVE,16.0,16.0
254,5624-5658 W DIVERSEY AVE,31.0,30.0
143,2214-2250 N DAYTON ST,43.0,43.0
374,5001-5099 W NELSON ST,31.0,31.0
1323,4900-4998 N NOTTINGHAM AVE,41.0,41.0
143,1601-1649 N LARRABEE ST,43.0,43.0
94,3400-3438 N KEELER AVE,30.0,30.0
144,4435-4465 W GUNNISON ST,39.0,39.0
1369,1400-1498 W SUPERIOR ST,27.0,27.0
22,5340-5366 N NEVA AVE,41.0,41.0
74,40-40 E BURTON PL,43.0,43.0
22,7100-7142 W SUMMERDALE AVE,41.0,41.0
357,2116-2142 W 53RD PL,16.0,16.0
383,3601-3699 N MAGNOLIA AVE,44.0,44.0
960,2404-2458 W GRACE ST,47.0,47.0
383,1101-1199 W CORNELIA AVE,44.0,44.0
1493,9401-9445 S LANGLEY AVE,9.0,9.0
960,2432-2460 W WAVELAND AVE,47.0,47.0
1,5900-5960 N DRAKE AVE,39.0,39.0
127,7701-7709 W TOUHY AVE,41.0,41.0
92,2269-2277 W LELAND AVE,47.0,47.0
1516,1800-1898 S TROY ST,24.0,24.0
612,11601-11699 S THROOP ST,34.0,34.0
102,2001-2099 W CHARLESTON ST,32.0,32.0
19,500-598 N AUSTIN BLVD,0.0,0.0
114,3900-3998 N SPAULDING AVE,33.0,33.0
143,2501-2525 N SEMINARY AVE,43.0,43.0
1325,5001-5045 S CHRISTIANA AVE,14.0,14.0
48,4900-4954 W BYRON ST,45.0,45.0
1433,1100-1198 E 62ND ST,20.0,20.0
92,4801-4899 N BELL AVE,47.0,47.0
143,2001-2069 N LARRABEE ST,43.0,43.0
383,3400-3498 N GREENVIEW AVE,44.0,44.0
1189,701-799 N SEDGWICK ST,42.0,42.0
143,803-857 W ARMITAGE AVE,43.0,43.0
383,3000-3098 N CLIFTON AVE,44.0,44.0
348,401-499 W BLACKHAWK ST,27.0,27.0
95,2867-2891 N MILWAUKEE AVE,35.0,35.0
383,2915-2937 N SOUTHPORT AVE,32.0,32.0
840,4700-4798 W BELLE PLAINE AVE,45.0,45.0
440,2443-2569 E 73RD ST,7.0,7.0
70,5201-5221 S KOLIN AVE,23.0,23.0
1122,4839-4859 W CARMEN AVE,45.0,45.0
143,1712-1720 N HALSTED ST,43.0,43.0
827,801-899 W CUYLER AVE,46.0,46.0
1056,2713-2743 W 15TH PL,28.0,28.0
1137,7901-7999 S LOWE AVE,17.0,17.0
1406,5300-5398 W FLETCHER ST,30.0,30.0
281,3001-3049 W ARDMORE AVE,40.0,40.0
923,5801-5899 W RACE AVE,29.0,29.0
6,3800-3848 W MYRICK ST,18.0,18.0
383,800-898 W DAKIN ST,46.0,46.0
55,3201-3257 N KILBOURN AVE,30.0,30.0
1314,5502-5598 W WELLINGTON AVE,31.0,31.0
136,3125-3135 W 25TH ST,12.0,12.0
1233,4500-4560 S HOMAN AVE,14.0,14.0
502,5503-5511 S MASSASOIT AVE,23.0,23.0
1247,6301-6399 W ROSCOE ST,36.0,36.0
1085,501-533 N PEORIA ST,27.0,27.0
253,8501-8551 S PEORIA ST,21.0,21.0
1189,901-999 N SEDGWICK ST,27.0,27.0
325,2300-2354 N TRIPP AVE,31.0,31.0
1267,5700-5798 W SUPERIOR ST,29.0,29.0
109,2100-2156 W 23RD ST,25.0,25.0
51,1503-1547 N LOREL AVE,37.0,37.0
87,7515-7559 S DR MARTIN LUTHER KING JR DR,6.0,6.0
64,100-120 W 77TH ST,6.0,6.0
101,5101-5159 W AINSLIE ST,45.0,45.0
265,2501-2543 S PULASKI RD,22.0,22.0
1491,2804-2858 N LONG AVE,31.0,31.0
1639,5901-5969 W WALTON ST,29.0,29.0
891,4001-4099 W 24TH ST,22.0,22.0
51,5504-5526 W POTOMAC AVE,37.0,37.0
204,1100-1134 W FRY ST,27.0,27.0
182,200-216 W ALEXANDER ST,25.0,25.0
252,4300-4342 S SAWYER AVE,14.0,14.0
51,5501-5527 W KAMERLING AVE,37.0,37.0
19,5703-5757 W CHICAGO AVE,29.0,29.0
1146,5500-5598 W QUINCY ST,29.0,29.0
62,4600-4698 N PAULINA ST,47.0,47.0
102,2145-2155 N MAPLEWOOD AVE,1.0,1.0
816,1800-1858 W 17TH ST,25.0,25.0
83,5701-5757 N OKETO AVE,41.0,41.0
1604,5603-5699 S PRINCETON AVE,3.0,3.0
26,6019-6055 W NORTH AVE,0.0,0.0
107,4701-4743 N DRAKE AVE,33.0,33.0
745,9301-9399 S OGLESBY AVE,7.0,7.0
1284,1201-1299 N MONITOR AVE,29.0,29.0
448,6300-6344 N ROCKWELL ST,50.0,50.0
204,1011-1087 N MARSHFIELD AVE,1.0,1.0
383,3501-3525 N SEMINARY AVE,44.0,44.0
383,1300-1398 W ROSCOE ST,44.0,44.0
1098,1401-1563 W HUBBARD ST,27.0,27.0
205,5700-5758 W MIDWAY PARK ,29.0,29.0
8,6645-6699 N OLMSTED AVE,41.0,41.0
182,220-268 W ALEXANDER ST,25.0,25.0
1213,4200-4298 W WEST END AVE,28.0,28.0
1704,5214-5258 W BARRY AVE,30.0,30.0
801,2300-2342 N LOWELL AVE,31.0,31.0
18,6314-6358 S LA CROSSE AVE,13.0,13.0
142,1808-1818 N WELLS ST,43.0,43.0
65,5702-5732 N HERMITAGE AVE,40.0,40.0
74,1201-1259 N STATE PKWY,43.0,43.0
280,2206-2258 W ROSEMONT AVE,50.0,50.0
13,10200-10250 S SPRINGFIELD AVE,19.0,19.0
25,107-149 W 95TH ST,21.0,21.0
1045,2901-2959 N LUNA AVE,31.0,31.0
67,8500-8558 W CATALPA AVE,41.0,41.0
143,2104-2158 N SEDGWICK ST,43.0,43.0
151,1100-1170 N SPAULDING AVE,26.0,26.0
339,5500-5550 W DAKIN ST,38.0,38.0
8,6700-6798 N OLMSTED AVE,41.0,41.0
185,4000-4060 S BRIGHTON PL,12.0,12.0
141,2837-2867 N CENTRAL PARK AVE,35.0,35.0
155,3700-3734 W CONCORD PL,26.0,26.0
373,701-799 N ARMOUR ST,27.0,27.0
960,3800-3844 N WESTERN AVE,47.0,47.0
175,6300-6344 W BARRY AVE,36.0,36.0
145,4617-4649 N MELVINA AVE,38.0,38.0
74,1500-1550 N ASTOR ST,43.0,43.0
383,3501-3599 N LAKEWOOD AVE,44.0,44.0
1647,5701-5799 W GEORGE ST,30.0,30.0
383,1301-1399 W CORNELIA AVE,44.0,44.0
977,852-924 W 86TH ST,21.0,21.0
827,4000-4098 N CLARENDON AVE,46.0,46.0
163,5800-5858 N WASHTENAW AVE,40.0,40.0
383,800-898 W BARRY AVE,44.0,44.0
109,1800-1856 W 23RD ST,25.0,25.0
1447,801-899 W ERIE ST,27.0,27.0
102,1526-1598 N CLAREMONT AVE,1.0,1.0
277,2401-2455 W PERSHING RD,12.0,12.0
734,5300-5398 W WOLFRAM ST,31.0,31.0
135,1734-1754 E 79TH ST,8.0,8.0
264,4636-4664 N MILWAUKEE AVE,45.0,45.0
674,7500-7598 S MICHIGAN AVE,6.0,6.0
177,5401-5487 N CHESTER AVE,41.0,41.0
51,5100-5158 W POTOMAC AVE,37.0,37.0
102,2101-2141 N BINGHAM ST,1.0,1.0
407,1500-1542 N LAWNDALE AVE,26.0,26.0
65,1742-1776 W OLIVE AVE,40.0,40.0
1411,8701-8799 S PAXTON AVE,8.0,8.0
92,4815-4853 N CLAREMONT AVE,47.0,47.0
1812,801-999 N CAMBRIDGE AVE,27.0,27.0
24,5700-5756 N ODELL AVE,41.0,41.0
1611,3901-3955 W 82ND PL,18.0,18.0
160,7900-7930 S OAKLEY AVE,18.0,18.0
74,1-79 E BANKS ST,43.0,43.0
383,800-898 W GRACE ST,46.0,46.0
37,3800-3856 W 51ST ST,14.0,14.0
54,6701-6757 S EUCLID AVE,5.0,5.0
1480,5300-5398 S SACRAMENTO AVE,14.0,14.0
280,6300-6344 N OAKLEY AVE,50.0,50.0
132,4709-4757 N WESTERN AVE,47.0,47.0
355,3235-3299 S RACINE AVE,11.0,11.0
143,2408-2474 N GENEVA TER,43.0,43.0
103,3401-3499 N RIDGEWAY AVE,30.0,30.0
154,1334-1380 N DEAN ST,1.0,1.0
1507,9813-9859 S WINCHESTER AVE,19.0,19.0
14,5804-5842 N OCONTO AVE,41.0,41.0
553,801-899 N TRIPP AVE,37.0,37.0
143,601-659 W ARLINGTON PL,43.0,43.0
1446,1801-1899 W CUYLER AVE,47.0,47.0
1190,4700-4798 W CORNELIA AVE,30.0,30.0
383,701-799 W GRACE ST,46.0,46.0
383,400-498 W OAKDALE AVE,44.0,44.0
1807,1514-1540 W 19TH ST,25.0,25.0
1484,5301-5359 S SPRINGFIELD AVE,23.0,23.0
1703,5601-5655 S SPAULDING AVE,14.0,14.0
552,2903-2987 N LAWNDALE AVE,30.0,30.0
142,402-448 W WISCONSIN ST,43.0,43.0
1515,1500-1598 S CHRISTIANA AVE,24.0,24.0
542,721-767 S KENNETH AVE,24.0,24.0
383,3501-3599 N HALSTED ST,46.0,46.0
41,7304-7358 W RASCHER AVE,41.0,41.0
232,5801-5853 S FAIRFIELD AVE,16.0,16.0
341,4400-4458 N MULLIGAN AVE,38.0,38.0
142,168-172 W MENOMONEE ST,43.0,43.0
383,3101-3199 N HALSTED ST,44.0,44.0
383,3400-3498 N BROADWAY ,44.0,44.0
1163,5201-5299 W WRIGHTWOOD AVE,31.0,31.0
383,3200-3298 N RACINE AVE,44.0,44.0
827,800-898 W CUYLER AVE,46.0,46.0
50,6717-6743 N OXFORD AVE,41.0,41.0
383,3400-3498 N BOSWORTH AVE,44.0,44.0
549,431-449 N MENARD AVE,29.0,29.0
143,728-754 W BELDEN AVE,43.0,43.0
141,3510-3530 N PULASKI RD,30.0,30.0
95,3311-3325 N MILWAUKEE AVE,30.0,30.0
34,3901-3999 W 48TH ST,14.0,14.0
1505,3100-3198 W LEXINGTON ST,24.0,24.0
383,1000-1098 W BARRY AVE,44.0,44.0
777,3200-3298 W 38TH PL,12.0,12.0
586,4132-4154 W ROSCOE ST,30.0,30.0
383,1500-1598 W CORNELIA AVE,44.0,44.0
1658,4001-4099 S INDIANA AVE,3.0,3.0
1310,200-298 W 110TH PL,34.0,34.0
28,10800-10858 S ARTESIAN AVE,19.0,19.0
238,4010-4060 N KEYSTONE AVE,39.0,39.0
439,8700-8758 S PEORIA ST,21.0,21.0
816,1601-1699 S PAULINA ST,25.0,25.0
87,508-512 E 75TH ST,6.0,6.0
5,1105-1135 W VERNON PARK PL,25.0,25.0
383,900-998 W DIVERSEY PKWY,44.0,44.0
44,7400-7458 S EUCLID AVE,8.0,8.0
116,4651-4661 N KEDZIE AVE,33.0,33.0
109,2358-2370 S BLUE ISLAND AVE,25.0,25.0
95,3240-3254 W BELMONT AVE,35.0,35.0
1346,4800-4898 W PARKER AVE,31.0,31.0
114,3507-3523 W IRVING PARK RD,35.0,35.0
185,4001-4059 S BRIGHTON PL,12.0,12.0
545,2701-2799 S SPRINGFIELD AVE,22.0,22.0
102,1701-1799 N FAIRFIELD AVE,1.0,1.0
114,3300-3358 W CUYLER AVE,33.0,33.0
102,2013-2045 W CHURCHILL ST,32.0,32.0
51,901-955 N LECLAIRE AVE,37.0,37.0
12,2000-2098 W 94TH ST,19.0,19.0
2444,4505-4537 N SPAULDING AVE,33.0,33.0
1324,4601-4699 S CHRISTIANA AVE,14.0,14.0
64,8642-8660 S VINCENNES AVE,21.0,21.0
143,501-557 W ARMITAGE AVE,43.0,43.0
1554,9200-9298 S LONGWOOD DR,19.0,19.0
114,3301-3357 W CUYLER AVE,33.0,33.0
383,3800-3898 N RACINE AVE,44.0,44.0
355,816-848 W 34TH PL,11.0,11.0
19,1001-1099 N LAVERGNE AVE,37.0,37.0
1189,658-720 N LARRABEE ST,42.0,42.0
135,1824-1856 E 79TH ST,8.0,8.0
383,1200-1298 W NEWPORT AVE,44.0,44.0
143,2000-2058 N CLEVELAND AVE,43.0,43.0
1456,9900-9998 S DAMEN AVE,19.0,19.0
201,430-528 N LA SALLE ST,42.0,42.0
143,600-648 W DRUMMOND PL,43.0,43.0
143,2400-2798 N LAKEVIEW AVE,43.0,43.0
759,2400-2458 W THOMAS ST,1.0,1.0
1099,3105-3145 N MANGO AVE,30.0,30.0
885,2300-2344 W CULLERTON ST,25.0,25.0
100,2416-2456 N SAWYER AVE,35.0,35.0
18,6001-6059 S KEATING AVE,13.0,13.0
709,5801-5899 S KOSTNER AVE,13.0,13.0
678,3401-3457 W 116TH ST,19.0,19.0
1741,4001-4099 N HERMITAGE AVE,47.0,47.0
1538,1501-1525 S ALBANY AVE,24.0,24.0
132,2933-2943 W MONTROSE AVE,33.0,33.0
121,8000-8058 S WABASH AVE,6.0,6.0
269,1001-1017 E 73RD ST,5.0,5.0
383,3001-3099 N PAULINA ST,32.0,32.0
38,4900-4958 S KARLOV AVE,14.0,14.0
383,3701-3799 N HALSTED ST,46.0,46.0
123,4301-4399 W PARKER AVE,31.0,31.0
22,5500-5530 N MONT CLARE AVE,41.0,41.0
21,4300-4310 W 53RD ST,23.0,23.0
143,2602-2682 N BURLING ST,43.0,43.0
1486,1100-1154 W 17TH ST,25.0,25.0
178,4814-4858 N NEWLAND AVE,41.0,41.0
827,4000-4098 N BROADWAY ,46.0,46.0
91,1825-1859 E 79TH ST,8.0,8.0
85,5941-5951 N MILWAUKEE AVE,45.0,45.0
20,5456-5480 N SAYRE AVE,41.0,41.0
193,1501-1599 N HAMLIN AVE,26.0,26.0
143,501-559 W BELDEN AVE,43.0,43.0
157,2616-2648 S HILLOCK AVE,11.0,11.0
1360,1-99 E 122ND ST,9.0,9.0
1268,4700-4798 N SHERIDAN RD,46.0,46.0
253,8800-8850 S LOOMIS ST,21.0,21.0
48,4816-4860 W BYRON ST,45.0,45.0
1421,5501-5599 N LINDER AVE,45.0,45.0
355,3327-3399 S RACINE AVE,11.0,11.0
269,301-357 E 85TH ST,6.0,6.0
452,4335-4359 W 59TH ST,13.0,13.0
383,3100-3198 N ORCHARD ST,44.0,44.0
769,1900-1998 S CENTRAL PARK AVE,24.0,24.0
1232,5801-5899 S WHIPPLE ST,14.0,14.0
100,2500-2538 N SAWYER AVE,35.0,35.0
65,1600-1698 W EDGEWATER AVE,40.0,40.0
1136,1901-1927 W 17TH ST,25.0,25.0
143,1700-1732 N DAYTON ST,43.0,43.0
142,305-345 W WILLOW ST,43.0,43.0
154,1601-1699 N HERMITAGE AVE,32.0,32.0
94,3501-3543 N KOSTNER AVE,30.0,30.0
